@relation AllApplicationsOverSSHLabeldTraffic

@attribute min_fpktl numeric
@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_bpktl numeric
@attribute max_bpktl numeric
@attribute std_bpktl numeric
@attribute min_fiat numeric
@attribute mean_fiat numeric
@attribute max_fiat numeric
@attribute std_fiat numeric
@attribute min_biat numeric
@attribute mean_biat numeric
@attribute max_biat numeric
@attribute std_biat numeric
@attribute duration numeric
@attribute proto numeric
@attribute total_fpackets numeric
@attribute total_fvolume numeric
@attribute total_bpackets numeric
@attribute total_bvolume numeric
@attribute class numeric

@data
52,1456,1500,219,52,59,692,30,6,4178,705380,15884,7,8066,618458,21811,394597294,6,91077,132646626,47161,2787352,8
52,1475,1500,169,52,60,756,22,3,3605,662091,13099,6,8136,662620,17103,1758149942,6,486952,718616430,215795,13047525,8
52,1437,1500,271,52,60,692,39,3,7465,770889,32514,38,13766,591106,38939,16812284,6,1864,2679270,994,60204,8
52,1492,1500,96,52,58,756,21,3,13397,896490,52579,15,24894,1296454,73363,1465482717,6,109204,163037454,58779,3466737,8
52,1492,1500,96,52,58,756,21,3,13392,896490,52576,15,24886,1296454,73363,1455465553,6,108500,161986038,58394,3444045,8
52,1497,1500,60,52,58,756,21,3,9679,800520,25168,30,17965,518378,27526,1014524400,6,104814,156935662,56468,3329509,8
52,1454,1500,224,52,59,692,31,7,4245,705380,16219,7,8199,618458,22190,254613128,6,56672,82442510,29324,1735504,8
52,1471,1500,186,52,60,756,24,3,4298,505781,16473,25,9576,406458,21479,154866629,6,35778,52634342,16058,978453,8
52,1497,1500,52,52,58,756,21,3,9570,800520,24711,30,17752,518378,26958,1374571229,6,143628,215152318,77424,4561813,8
52,1491,1500,103,52,59,756,22,3,14918,1421810,56595,11,27647,869579,78261,1052020995,6,70517,105199210,38044,2248021,8
52,1455,1500,223,52,58,692,30,3,5131,732802,20339,5,9893,589585,25972,769912808,6,149082,216927798,77321,4561128,8
52,1497,1500,63,52,58,756,21,3,9731,857545,24074,36,18090,533505,26635,1115782939,6,114656,171649478,61672,3635681,8
52,137,692,199,52,202,756,257,470,105555,431411,131730,9723,104073,430225,134762,949997,6,10,1374,9,1821,8
52,1459,1500,210,52,59,692,30,3,3517,669549,14418,7,6769,590909,19125,233593422,6,65494,95592630,34009,2013364,8
52,1489,1500,114,52,59,756,22,3,15313,1421810,57618,16,28339,869579,79378,542173608,6,35406,52752374,19122,1134153,8
52,1496,1500,63,52,58,756,21,3,9889,800520,25545,35,18357,518378,27746,894563710,6,90455,135408914,48728,2874373,8
52,1491,1500,104,52,59,756,22,3,13156,896490,52158,15,24418,1296454,72743,775310953,6,58751,87642506,31659,1870385,8
52,1497,1500,62,52,58,756,21,3,8374,855464,22473,25,15552,934765,25247,958014631,6,114130,170853150,61455,3622333,8
52,1468,1500,202,52,62,756,45,3,18222,485077,62637,55,33987,482364,87270,20898954,6,1130,1659846,613,38429,8
52,1495,1500,77,52,59,756,21,3,9769,857545,24147,43,18122,533505,26899,565814529,6,57918,86620806,31216,1844337,8
52,1450,1500,234,52,59,692,30,3,5212,792047,21406,8,10008,605471,26094,190516000,6,35876,52055310,18658,1105992,8
52,1492,1500,100,52,59,756,22,3,14749,1421810,56195,11,27354,869579,77758,1342091264,6,90993,135795578,49054,2895909,8
52,1498,1500,46,52,58,756,21,3,8997,800520,22794,30,16685,518378,25501,1794569199,6,199457,298868994,107546,6332909,8
52,1497,1500,58,52,58,756,21,3,9696,857545,23995,18,18030,533505,26532,1315786119,6,135689,203193322,72968,4300145,8
52,1490,1500,111,52,59,756,22,3,12330,719282,49710,27,22872,805960,69569,495472771,6,40184,59893398,21662,1282065,8
52,1491,1500,104,52,59,756,22,3,10334,857545,25801,43,19132,533505,28737,275787480,6,26687,39812234,14409,855641,8
52,1497,1500,56,52,58,756,21,3,9731,800520,25154,30,18059,518378,27465,1194564059,6,122747,183835162,66143,3898465,8
52,1497,1500,56,52,58,756,21,4,7629,772711,17069,41,14157,532469,21354,977889463,6,128162,191937574,69066,4069553,8
52,1447,1500,243,52,59,692,30,3,5641,730534,22107,6,10819,575524,27861,176595863,6,30762,44536886,16020,950412,8
52,1454,1500,224,52,59,692,30,3,5261,792047,21544,8,10091,605471,26142,320534926,6,60258,87662934,31385,1855200,8
52,1487,1500,130,52,59,756,23,3,14826,1157204,55729,25,27479,732723,76944,310042401,6,20912,31099006,11278,672221,8
52,1497,1500,53,52,58,756,21,3,8595,855464,22119,25,15949,934765,24817,1658008589,6,192646,288550678,103814,6113093,8
52,1498,1500,47,52,58,756,21,3,9131,800520,23131,30,16937,518378,25772,1724563252,6,188849,282957218,101818,5996301,8
52,1496,1500,69,52,59,756,21,3,9790,857545,24107,43,18183,533505,26823,725811739,6,74135,110937618,39907,2355629,8
52,1446,1500,246,52,59,692,31,3,5419,792047,22376,29,10331,605471,26803,90525537,6,16036,23196238,8396,501856,8
52,1496,1500,64,52,58,756,21,3,8069,855464,22103,25,14968,934765,24961,768002250,6,95173,142449610,51308,3025345,8
52,1456,1500,219,52,59,692,30,3,4599,669549,19288,5,8872,590909,24611,793625926,6,171362,249610114,88810,5240368,8
52,1483,1500,146,52,60,756,30,3,16720,540368,60151,55,30787,536900,83665,59860724,6,3581,5313426,1942,116613,8
52,1455,1500,222,52,58,692,30,3,5253,792047,21446,8,10105,605471,26403,910402634,6,172645,251299098,89713,5289344,8
52,1489,1500,118,52,59,756,23,3,15508,1294917,58358,21,28807,784141,80693,470911316,6,30366,45221262,16343,969937,8
52,1483,1500,149,52,61,756,36,3,10612,345233,27982,55,19779,305358,31236,21640985,6,2036,3020150,1093,66717,8
52,1449,1500,239,52,59,692,31,3,5729,684534,22947,15,11022,562430,28797,175511363,6,30214,43785154,15689,931576,8
52,1474,1500,173,52,60,756,22,3,3830,847218,14499,16,8529,847008,18567,747223322,6,195073,287680954,87605,5296017,8
52,1475,1500,171,52,60,756,22,3,3564,505781,12927,6,7997,406458,17510,624897579,6,175030,258183822,78000,4721173,8
52,1497,1500,52,52,58,756,21,3,8645,855464,22195,25,16044,934765,24927,1737978448,6,200776,300735542,108181,6369889,8
52,1492,1500,97,52,59,756,21,3,14101,1421810,54265,11,26195,869579,75438,1722216615,6,122134,182324998,65736,3878809,8
52,1454,1500,224,52,59,692,30,3,5259,792047,21638,8,10096,605471,26245,400531017,6,75478,109806798,39297,2321108,8
52,1492,1500,101,52,59,756,22,3,13587,896490,53313,15,25238,1296454,74318,1055474261,6,77509,115659922,41730,2463369,8
52,1496,1500,68,52,59,756,21,3,9899,800520,25554,39,18374,518378,27795,734571158,6,74201,111045290,39976,2359845,8
52,1455,1500,222,52,58,692,30,3,5143,792047,21144,8,9908,605471,25972,1240474611,6,240477,350030346,124799,7355972,8
52,1454,1500,223,52,59,692,31,3,4490,770889,17771,5,8666,591106,23686,266814744,6,58763,85495354,30426,1800236,8
52,1496,1500,67,52,59,756,21,3,7450,551436,20240,25,13791,442455,23167,537994543,6,72198,108036254,39010,2301721,8
52,1495,1500,74,52,59,756,21,3,10007,728924,25104,52,18612,531093,27662,701671896,6,70113,104880570,37697,2225645,8
52,1492,1500,98,52,59,756,21,3,14356,1421810,55032,11,26647,869579,76352,1542323134,6,107430,160354390,57871,3415285,8
52,1475,1500,171,52,60,756,22,3,3505,505781,12543,6,7864,406458,17195,704893356,6,200750,296158862,89483,5414849,8
52,1497,1500,57,52,58,756,21,3,9719,800520,25124,30,18041,518378,27425,1154538736,6,118781,177886162,63991,3771873,8
52,1496,1500,70,52,59,756,21,3,9908,800520,25613,39,18383,518378,27923,674562040,6,68077,101866530,36691,2166561,8
52,1495,1500,70,52,59,756,21,3,6883,551436,18908,25,12732,442455,22165,408011665,6,59254,88639166,32045,1892133,8
52,1497,1500,59,52,58,756,21,4,7611,772711,17040,41,14121,532469,21313,757891266,6,99574,149097446,53664,3163609,8
52,1475,1500,169,52,60,756,22,3,3605,662091,13098,6,8134,662620,17096,1748153697,6,484282,714683926,214601,12975357,8
52,1497,1500,52,52,58,756,21,3,8523,855464,22027,25,15817,934765,24725,1568012878,6,183703,275159242,98991,5829229,8
52,1475,1500,169,52,60,756,22,3,3570,662091,13080,6,8079,662620,17014,1418153433,6,396540,585235414,175233,10600253,8
52,1471,1500,183,52,60,756,24,3,4216,505781,16161,25,9403,406458,21112,184898332,6,43602,64179046,19543,1188889,8
52,1454,1500,225,52,58,692,30,3,5064,856590,20843,5,9754,932675,26029,983853766,6,192798,280380870,100073,5899924,8
52,1455,1500,221,52,58,692,30,3,4777,669549,19704,5,9217,590909,25076,1158363272,6,241351,351335190,125060,7376304,8
52,1486,1500,130,52,59,756,23,3,15494,1421810,57959,16,28670,829161,79573,322196442,6,20795,30918722,11227,669393,8
52,1456,1500,220,52,58,692,30,3,4734,669549,19587,5,9133,590909,24959,1063618064,6,223494,325421786,115834,6831432,8
52,1497,1500,55,52,58,756,21,3,9738,800520,25148,30,18073,518378,27414,1224546648,6,125739,188323162,67752,3993077,8
52,1487,1500,124,52,59,756,23,3,10303,719282,43153,27,19054,536148,60798,225483344,6,21886,32565550,11832,703897,8
52,1497,1500,57,52,58,756,21,4,7628,772711,17081,41,14155,532469,21368,967887901,6,126870,190001022,68369,4028605,8
52,1454,1500,223,52,59,692,30,3,5162,732802,20462,5,9941,589585,26064,509913075,6,97843,142355098,50796,2999636,8
52,1477,1500,169,52,60,756,26,3,17771,1157204,63452,54,32610,732723,86308,180113829,6,10132,14973350,5522,333169,8
52,1491,1500,104,52,59,756,22,3,14908,1421810,56538,11,27623,869579,78132,1032089334,6,69230,103275534,37356,2207493,8
52,1459,1500,208,52,59,692,31,6,3388,669549,14194,7,6514,590909,18701,183625794,6,53246,77735006,27661,1639380,8
52,147,692,162,52,112,756,124,227,83285,248223,60020,162,55235,245945,56405,4483970,6,40,5894,58,6513,8
52,1474,1500,174,52,60,756,22,3,3820,847218,14531,16,8510,847008,18659,577223836,6,151080,222755086,67828,4101921,8
52,1474,1500,174,52,60,756,27,6,3421,662091,12915,33,7676,662620,19394,38153741,6,11148,16434390,4960,302553,8
52,1491,1500,105,52,59,756,22,3,15019,1294917,56776,21,27863,784141,78622,910912855,6,60633,90432054,32690,1932917,8
52,1492,1500,100,52,59,756,21,3,13673,896490,53500,15,25393,1296454,74654,1135467529,6,82869,123671010,44622,2633445,8
52,1492,1500,97,52,58,756,21,3,13932,1421810,53811,11,25886,869579,74852,1792293779,6,128643,192046146,69230,4084273,8
52,1497,1500,57,52,58,756,21,3,9717,800520,25126,30,18037,518378,27428,1144567477,6,117786,176393662,63452,3740277,8
52,1475,1500,170,52,60,756,24,5,3165,662091,10473,27,7145,662620,16134,88153217,6,27844,41079790,12325,747917,8
52,140,692,180,52,162,692,187,209,46407,110207,36547,184,54013,215270,56409,835343,6,19,2674,15,2432,8
52,1448,1500,241,52,59,692,31,3,5321,792047,21874,29,10178,605471,26426,120535314,6,21972,31827094,11471,682956,8
52,1475,1500,169,52,60,756,22,3,3603,662091,13472,6,8171,662620,17603,468148565,6,129888,191665278,57283,3468545,8
52,294,1500,466,52,130,692,139,875,120350,770889,137852,270,135327,591106,120580,6810062,6,34,9998,29,3784,8
52,1498,1500,51,52,58,756,21,3,9451,800520,24283,30,17531,518378,26623,1454522636,6,153887,230533578,82962,4887485,8
52,1491,1500,108,52,59,756,22,3,15177,1421810,57187,11,28127,869579,78986,832244667,6,54836,81762470,29579,1749697,8
52,1497,1500,61,52,58,756,21,3,9677,800520,25170,30,17961,518378,27512,994528145,6,102765,153862162,55362,3264509,8
52,1486,1500,133,52,59,756,24,3,15528,1421810,57987,16,28713,829161,79605,292297909,6,18824,27975134,10171,607281,8
52,1458,1500,215,52,58,692,30,3,4172,706216,16100,5,8075,579822,21727,933932378,6,222678,324672506,115041,6785400,8
52,1491,1500,104,52,59,756,22,3,14881,1421810,56479,11,27578,869579,78103,992306172,6,66680,99462358,35973,2125977,8
52,1450,1500,237,52,59,692,33,3,5973,770889,25854,38,11359,591106,31788,36764753,6,5670,8224686,2960,176036,8
52,1496,1500,66,52,58,756,21,3,9875,728924,24801,32,18361,531093,27314,891656004,6,90289,135139330,48555,2864373,8
52,1495,1500,75,52,59,756,21,3,9777,857545,24185,43,18139,533505,26873,595818200,6,60939,91150858,32841,1939893,8
52,1496,1500,66,52,58,756,21,4,7584,772711,17023,41,14071,532469,21290,607877801,6,80145,119954826,43194,2548033,8
52,1493,1500,94,52,59,756,26,3,10035,233844,24324,43,18554,274042,26797,65792802,6,6554,9787502,3540,210537,8
52,1474,1500,172,52,60,756,22,3,3830,847218,14518,16,8547,847008,18594,877205680,6,229016,337780910,102628,6204525,8
52,1456,1500,218,52,58,692,30,3,4178,706216,16291,5,8090,579822,21978,813937786,6,193646,282123994,99992,5898808,8
52,1487,1500,131,52,60,756,30,3,15696,528600,58415,55,29315,525000,81455,60841536,6,3877,5766130,2073,124421,8
52,1454,1500,224,52,59,692,30,3,5257,792047,21503,8,10081,605471,26105,300477780,6,56487,82172762,29427,1740024,8
52,1491,1500,102,52,59,756,25,3,13517,545020,51859,39,25062,540555,72765,112333007,6,8303,12386434,4475,265865,8
52,1497,1500,53,52,58,756,21,3,9679,800520,24997,30,17959,518378,27208,1284568041,6,132707,198775162,71522,4214669,8
52,1473,1500,178,52,60,756,23,3,4096,505781,15570,19,9157,406458,20129,274892559,6,66841,98470906,29897,1814553,8
52,1452,1500,230,52,59,692,31,3,4788,770889,18992,8,9216,591106,24985,166800789,6,34219,49710946,17757,1053912,8
52,1498,1500,46,52,58,756,21,3,9005,800520,22822,30,16700,518378,25524,1784571204,6,198165,296930994,106852,6292053,8
52,1487,1500,126,52,59,756,24,3,10541,728924,27356,52,19549,531093,30635,171564717,6,16276,24216590,8775,524365,8
52,1446,1500,245,52,59,692,31,3,5781,732802,22825,17,11063,589585,28511,129910294,6,21655,31332690,11297,672536,8
52,1456,1500,220,52,59,692,30,3,4306,770889,16834,5,8320,591106,22574,416810445,6,96111,139945034,49719,2936640,8
52,1456,1500,219,52,59,692,30,3,4583,669549,19226,5,8842,590909,24569,773624848,6,167614,244146154,86857,5124952,8
52,1491,1500,108,52,59,756,22,3,15177,1421810,57185,11,28128,869579,78972,872326797,6,57475,85700594,31006,1833725,8
52,1456,1500,218,52,59,692,30,3,4283,706216,16876,5,8288,579822,22668,533906827,6,123551,179983582,63811,3767476,8
52,1488,1500,122,52,59,756,23,3,14168,1157204,53901,25,26333,732723,74946,389851528,6,27516,40959534,14802,879737,8
52,1492,1500,95,52,59,756,22,5,4558,551436,13432,25,8377,442455,17863,128014207,6,28081,41909106,15282,906121,8
52,1492,1500,101,52,59,756,22,3,14844,1421810,56448,11,27524,869579,78080,1322343246,6,89078,132927630,48036,2835965,8
52,1492,1500,97,52,58,756,21,3,13356,896490,52468,15,24815,1296454,73258,1405476153,6,105055,156832906,56543,3335201,8
52,1491,1500,106,52,59,756,25,3,10295,345233,25667,52,19133,305358,28394,91669835,6,8894,13265134,4790,285345,8
52,1474,1500,173,52,60,756,23,3,3711,505781,13831,8,8343,406458,18195,484874667,6,130343,192225538,57985,3512425,8
52,1490,1500,112,52,59,756,23,3,10283,728924,26232,52,19068,531093,29327,221681880,6,21558,32130902,11621,691669,8
52,1487,1500,130,52,59,756,28,3,16126,540368,59333,55,29730,536900,81684,79971105,6,4960,7375854,2684,160189,8
52,1455,1500,223,52,58,692,30,3,5106,856590,20863,5,9843,932675,26034,1243853189,6,242161,352354066,125586,7403304,8
52,1475,1500,169,52,60,756,22,3,3605,662091,13106,6,8136,662620,17103,1738126358,6,481425,710471938,213333,12898877,8
52,1451,1500,232,52,59,692,30,3,5565,730534,21696,6,10666,575524,27189,226669654,6,40194,58357342,20941,1240480,8
52,1449,1500,238,52,59,692,31,3,5205,792047,21336,8,9974,605471,25837,140505063,6,26321,38155122,13707,814556,8
52,1496,1500,65,52,58,756,21,3,7916,855464,21674,25,14674,934765,24520,698007835,6,88175,131961298,47566,2805129,8
52,1449,1500,238,52,59,692,31,3,5702,684534,22856,15,10967,562430,28651,185511970,6,32110,46556354,16679,989836,8
52,1474,1500,172,52,60,756,22,3,3833,847218,14551,16,8554,847008,18640,907223824,6,236629,349002626,106058,6411705,8
52,1494,1500,84,52,59,756,25,4,8022,239779,18442,41,14909,224170,23235,67891196,6,8454,12635790,4549,269965,8
52,1495,1500,75,52,59,756,21,3,6066,551436,16446,25,11197,442455,20429,288006157,6,47466,70974454,25721,1520085,8
52,1454,1500,223,52,59,692,30,3,5247,792047,21606,8,10082,605471,26337,500461301,6,94707,137796610,49262,2907720,8
52,1449,1500,238,52,59,692,31,3,5587,732802,22071,17,10718,589585,27803,169912354,6,29570,42860446,15391,913696,8
52,1497,1500,54,52,58,756,21,3,9489,857545,23403,18,17636,533505,26074,1455807131,6,153408,229771822,82538,4862745,8
52,1484,1500,142,52,59,756,26,3,15691,528600,57753,21,29047,570229,80641,140815468,6,8975,13324458,4843,290121,8
52,1449,1500,237,52,59,692,31,3,5198,792047,21320,8,9956,605471,25843,150536668,6,28285,41007250,14734,875032,8
52,1455,1500,222,52,58,692,30,3,4949,732802,19600,5,9555,589585,25236,1019912356,6,205096,298554366,106213,6263000,8
52,1498,1500,46,52,58,756,21,3,8924,800520,22614,30,16551,518378,25361,1834570675,6,205558,308010574,110838,6526429,8
52,1440,1500,260,52,60,692,33,7,5198,705380,19703,21,9873,618458,26225,64617126,6,9737,14026242,5109,308536,8
52,1488,1500,122,52,59,756,23,3,15363,1421810,57646,16,28442,869579,79760,422323160,6,27484,40905446,14842,882057,8
52,1488,1500,122,52,59,756,23,3,15392,1421810,57755,16,28501,869579,79922,412338333,6,26789,39870186,14460,859633,8
52,1486,1500,131,52,59,756,24,3,15798,1294917,59113,21,29352,784141,81452,330927030,6,20946,31144142,11272,671765,8
52,1475,1500,169,52,60,756,22,3,3561,662091,13073,6,8057,662620,16988,1348148853,6,377866,557663454,167011,10102789,8
52,1497,1500,58,52,58,756,21,3,8386,855464,21984,25,15565,934765,24674,1278014314,6,152134,227805742,81964,4828177,8
52,1464,1500,207,52,61,756,27,4,4077,431411,14359,43,8945,430225,20863,50984429,6,12505,18309058,5691,351741,8
52,1472,1500,179,52,60,756,23,3,3760,847218,14627,16,8411,847008,19120,247178249,6,65727,96815386,29385,1783101,8
52,1491,1500,108,52,59,756,22,3,15174,1421810,57154,11,28126,869579,78952,842343593,6,55509,82767626,29942,1771005,8
52,1453,1500,227,52,59,692,31,7,4314,705380,16434,7,8319,618458,22415,194617137,6,41859,60842258,21688,1285568,8
52,1455,1500,222,52,58,692,30,3,5267,792047,21493,8,10125,605471,26352,720489956,6,136108,198115334,70774,4174304,8
52,1492,1500,99,52,59,756,21,3,13594,896490,53236,15,25249,1296454,74272,1185446224,6,87023,129882386,46861,2765293,8
52,1481,1500,156,52,60,756,25,3,16561,1294917,61062,21,30698,784141,83661,200927250,6,12118,17949854,6543,393433,8
52,1474,1500,174,52,60,756,22,3,3820,847218,14522,16,8510,847008,18608,597188404,6,156320,230489214,70160,4242801,8
52,1497,1500,53,52,58,756,21,3,8533,855464,22042,25,15834,934765,24729,1578006740,6,184669,276602554,99515,5860185,8
52,1488,1500,124,52,59,756,23,3,14476,1157204,54659,25,26880,732723,75805,350151756,6,24188,35996390,13022,775001,8
52,1497,1500,62,52,58,756,21,4,7599,772711,17041,41,14099,532469,21310,677890731,6,89206,133546326,48071,2834789,8
52,1497,1500,59,52,58,756,21,3,9712,857545,24032,18,18058,533505,26529,1265818709,6,130332,195157822,70086,4130681,8
52,1455,1500,223,52,59,692,30,3,5465,730534,21029,6,10496,575524,26499,366662719,6,66532,96828774,34620,2045928,8
52,1489,1500,119,52,59,756,23,3,11480,719282,47190,27,21268,805960,66245,345150552,6,30066,44769054,16221,962237,8
52,1498,1500,48,52,58,756,21,3,9260,800520,23597,30,17181,518378,26122,1604561342,6,173270,259600078,93384,5500437,8
52,1485,1500,135,52,59,756,24,3,15577,1421810,58098,16,28801,829161,79820,282311525,6,18102,26896086,9796,585173,8
52,1455,1500,221,52,59,692,30,6,4182,706216,15980,5,8098,579822,21775,363937366,6,85876,125016582,44324,2619340,8
52,1490,1500,109,52,59,756,22,3,15304,1294917,57507,21,28377,784141,79710,760664761,6,49702,74101026,26798,1586085,8
52,1496,1500,65,52,58,756,21,3,7860,551436,21357,25,14569,442455,24034,678015391,6,86252,129085862,46536,2744513,8
52,1449,1500,240,52,59,692,31,3,5248,792047,21530,8,10057,605471,26139,130489212,6,24187,35048146,12598,749288,8
52,1454,1500,223,52,59,692,30,3,5170,732802,20467,5,9961,589585,26134,639872358,6,122847,178737346,63737,3761496,8
52,1497,1500,56,52,58,756,21,3,8374,855464,21883,25,15538,934765,24567,1347973910,6,160708,240666742,86607,5100989,8
52,1474,1500,174,52,60,756,22,3,3820,847218,14506,16,8509,847008,18591,617223548,6,161563,238234466,72534,4385817,8
52,1496,1500,64,52,58,756,21,3,9832,728924,24756,32,18274,531093,27258,1011676402,6,102896,154031382,55355,3264337,8
52,1496,1500,68,52,59,756,21,4,7640,772711,17199,41,14171,532469,21513,577890580,6,75641,113200218,40774,2405729,8
52,1488,1500,123,52,59,756,23,3,15597,1294917,58552,21,28989,784141,80954,390924813,6,25064,37301214,13480,801557,8
52,1474,1500,173,52,60,756,22,3,3827,847218,14509,16,8532,847008,18579,807207144,6,210884,311022806,94602,5719541,8
52,1490,1500,111,52,59,756,22,3,15226,1421810,57313,11,28189,869579,79229,702340276,6,46122,68745494,24909,1474705,8
52,1489,1500,116,52,59,756,23,4,8399,772711,19906,41,15577,532469,24775,167886348,6,19988,29777302,10773,641853,8
52,1497,1500,58,52,58,756,21,3,9701,800520,25148,30,18004,518378,27481,1084570715,6,111792,167402662,60236,3551061,8
52,1438,1500,265,52,60,692,32,3,6582,732802,25280,37,12468,589585,31456,69796439,6,9889,14223802,5203,313776,8
52,1491,1500,103,52,59,756,22,3,13300,896490,52595,15,24694,1296454,73273,845475072,6,63392,94578462,34145,2016665,8
52,1474,1500,172,52,60,756,22,3,3608,505781,13210,6,8113,406458,17757,574898538,6,159041,234582810,70718,4282209,8
52,1489,1500,117,52,59,756,23,3,10451,728924,26865,52,19397,531093,29985,201675583,6,19298,28745246,10395,619661,8
52,1456,1500,220,52,58,692,30,3,4710,669549,19521,5,9087,590909,24886,1003591762,6,211910,308592410,109812,6476992,8
52,1496,1500,67,52,59,756,21,3,7378,551436,20043,25,13659,442455,23011,518005876,6,70199,105042042,37925,2237877,8
52,1473,1500,178,52,61,756,28,4,3480,431411,12487,43,7745,430225,18450,30984837,6,8903,13115154,3987,243541,8
52,1491,1500,103,52,59,756,22,3,13321,896490,52638,15,24732,1296454,73312,855413034,6,64027,95520714,34497,2037473,8
52,1491,1500,103,52,59,756,22,3,14927,1421810,56645,11,27659,869579,78249,1082279279,6,72500,108164518,39122,2311517,8
52,1453,1500,226,52,59,692,31,7,4410,706216,17058,19,8532,579822,23085,153932927,6,33829,49180242,17457,1036360,8
52,1491,1500,106,52,59,756,22,3,14976,1421810,56659,11,27753,869579,78340,942104482,6,62907,93819738,33936,2006005,8
52,1487,1500,125,52,59,756,24,3,9635,800520,26015,52,17673,518378,29850,134488114,6,13958,20767038,7606,455541,8
52,1495,1500,74,52,59,756,21,3,9898,800520,25848,39,18347,518378,28364,514571778,6,51971,77740834,28043,1657637,8
52,1454,1500,223,52,59,692,30,3,5169,732802,20473,5,9960,589585,26134,679850570,6,130607,190029130,67764,3998468,8
52,1454,1500,224,52,59,692,31,7,4279,706216,16466,5,8286,579822,22331,223900420,6,51207,74483458,26421,1564456,8
52,1492,1500,97,52,58,756,21,3,13945,1421810,53860,11,25910,869579,74911,1782342478,6,127803,190791242,68782,4057889,8
52,1489,1500,115,52,59,756,23,3,9631,800520,25816,51,17720,518378,29505,164571148,6,17087,25454746,9284,554157,8
52,1455,1500,222,52,58,692,30,3,5156,792047,21189,8,9927,605471,26030,970522843,6,187519,272952234,97378,5740836,8
52,1474,1500,172,52,60,756,22,3,3682,505781,13663,8,8277,406458,18060,504889536,6,136831,201801306,60866,3686621,8
52,1490,1500,105,52,59,756,22,5,3839,551436,12453,25,7043,442455,16830,87991519,6,22916,34161606,12490,742041,8
52,1496,1500,64,52,58,756,21,4,7593,772711,17053,41,14088,532469,21323,647885046,6,85318,127714326,45979,2711749,8
52,1430,1500,282,52,60,692,38,3,7310,730534,31022,42,13489,575524,37636,16582565,6,1861,2662922,985,59736,8
52,1492,1500,96,52,58,756,21,3,13384,896490,52556,15,24873,1296454,73338,1445442783,6,107816,160961486,58023,3422257,8
52,1494,1500,85,52,59,756,22,3,9870,857545,24516,43,18294,533505,27347,445814319,6,45162,67497934,24363,1441085,8
52,1492,1500,99,52,59,756,21,3,13526,896490,53046,15,25125,1296454,74024,1215311294,6,89673,133840786,48280,2848901,8
52,1484,1500,142,52,59,756,24,6,9332,719282,40081,37,17179,536148,56778,135484254,6,14518,21547350,7884,471561,8
52,1496,1500,66,52,58,756,21,3,7735,551436,21064,25,14333,442455,23813,627998593,6,81182,121491990,43814,2584377,8
52,1492,1500,101,52,59,756,23,3,9723,800520,25912,48,17952,518378,29104,224558582,6,23096,34463902,12506,743685,8
52,1493,1500,90,52,59,756,22,3,10145,728924,25905,52,18857,531093,28784,381632812,6,37616,56194614,20236,1198433,8
52,1454,1500,224,52,59,692,30,3,5161,732802,20477,5,9940,589585,26092,499911092,6,95944,139565046,49795,2940752,8
52,1494,1500,87,52,59,756,22,3,9817,800520,25705,46,18157,518378,28289,334536572,6,34064,50899974,18421,1091553,8
52,1496,1500,66,52,58,756,21,3,9871,728924,24796,32,18355,531093,27292,901672643,6,91338,136709934,49122,2897665,8
52,1491,1500,108,52,59,756,22,3,15171,1421810,57155,11,28123,869579,78951,862344266,6,56841,84752786,30654,1812909,8
52,1454,1500,224,52,59,692,30,3,5261,792047,21655,8,10103,605471,26279,380517107,6,71641,104208106,37288,2202604,8
52,1471,1500,185,52,60,756,24,3,3698,847218,14726,16,8266,847008,19502,137146053,6,37078,54550886,16589,1010829,8
52,1483,1500,147,52,59,756,25,3,16293,1294917,60397,21,30227,784141,83116,230790444,6,14166,21013526,7630,457445,8
52,1451,1500,233,52,59,692,30,3,5446,732802,21691,17,10454,589585,27211,239886264,6,43183,62687738,22471,1331080,8
52,1495,1500,73,52,59,756,21,3,6586,551436,18057,25,12171,442455,21545,358004595,6,54342,81276958,29415,1737357,8
52,1475,1500,169,52,60,756,22,3,3661,662091,13764,6,8303,662620,17861,568148520,6,155182,229004654,68411,4141905,8
52,1496,1500,68,52,59,756,21,3,7181,551436,19588,25,13282,442455,22684,468012308,6,65169,97504426,35236,2079697,8
52,1491,1500,106,52,59,756,22,3,15023,1294917,56808,21,27874,784141,78655,920673285,6,61284,91401770,33026,1952645,8
52,1453,1500,227,52,59,692,30,3,5003,856590,20976,14,9627,932675,26219,563790974,6,111235,161712074,57762,3407964,8
52,1495,1500,74,52,59,756,21,3,6237,551436,17035,25,11515,442455,20810,307981011,6,49375,73835146,26745,1580341,8
52,1496,1500,67,52,59,756,21,3,9666,857545,23735,43,17948,533505,26581,805818498,6,83364,124767742,44888,2648465,8
52,1497,1500,52,52,58,756,21,3,8677,855464,22281,25,16105,934765,25036,1788011487,6,205782,308237302,110877,6528449,8
52,1456,1500,220,52,58,692,30,3,4714,669549,19539,5,9097,590909,24902,1013591710,6,213801,311337646,110804,6535408,8
52,1497,1500,52,52,58,756,21,4,7634,964404,17183,41,14163,937211,21522,1167891256,6,152972,229151126,82454,4856657,8
52,1488,1500,124,52,59,756,23,3,10938,719282,45328,27,20242,805960,63755,285419319,6,26093,38827882,14099,837381,8
